arquivo_b,partition,cell_line,timepoint_h,group_key,lote,res,otsu_eta,lap_var,vignette,var_map_sigma2
D7 0HR 1_png.rf.VyOkBvuzY65cf9MJnXZB.png,train,HUVEC,0,originais||None||D7,originais,nativo,0.78171,152.43,0.8302,7803.18
Snap-26_283_png.rf.YFDkIZNg1W2rRyv6xoZQ.png,test,SKOV,72,P1|GEO|F6,P1,nativo,0.82243,310.48,0.9395,4725.35
D4 12HR 1_png.rf.coQP5Rm68FoQiPA5lE4l.png,test,HUVEC,12,originais||None||D4,originais,nativo,0.77319,88.16,0.7119,6802.33
A1 0HR 1_png.rf.bBmfdS8DK3Ixtw1fZ9P3.png,test,HUVEC,0,originais||None||A1,originais,nativo,0.6859,117.77,0.8716,3752.66
A1 0HR 1_png.rf.F8WfJZAyU8hXcsKytbcA.png,test,HUVEC,0,Originais (1)||None||A1,Originais (1),nativo,0.72524,155.85,0.8013,5461.28
Snap-49_111_png.rf.2YBYBWf0TlnhbYXiIarp.png,train,SKOV,24,P2|CARBO+GEO|F3,P2,nativo,0.82048,147.47,0.883,9787.02
Snap-49_png.rf.jaxP6t3jEXJwvcs3TeXW.png,train,SKOV,0,P2|CARBO+GEO|F3,P2,nativo,0.88477,86.92,0.801,10236.28
Snap-49_6_png.rf.vxdpb188ymQ8bK2rzafD.png,train,SKOV,48,P2|CARBO+GEO|F3,P2,nativo,0.85077,119.11,0.9193,10736.48
Snap-49_264_png.rf.Ig21lSZL1n8lAFqwIinJ.png,train,SKOV,72,P1|GEO+PTX|F14,P1,nativo,0.82127,352.1,0.9914,8050.53
Snap-49_155_png.rf.9Txc7Y2olfQH0Fk9KsNp.png,train,SKOV,48,P1|GEO+PTX|F3,P1,nativo,0.84684,246.97,0.913,8564.4
Snap-49_215_png.rf.TiULqayQwDfte2RpYtpc.png,train,SKOV,24,P1|GEO+PTX|F3,P1,nativo,0.86101,246.83,0.9281,10813.44
75ug+ptx2_3_png.rf.mqrdw4y9iJq7wHo3ocCR.png,train,SKOV,0,P1|GEO+PTX|F8,P1,nativo,0.88302,198.46,0.8857,11911.71
75geo2_3_png.rf.uagsLlU5nL9O3bnb8OYp.png,train,SKOV,0,P1|GEO|F8,P1,nativo,0.96943,345.22,0.9884,13725.62
75geo3_3_png.rf.zMTyj0cFNm8nT2bevevK.png,train,SKOV,0,P1|GEO|F13,P1,nativo,0.97229,235.8,0.9989,14250.59
75geo1_5_png.rf.XBplXOgSlZGL9MkIqKUx.png,train,SKOV,0,P1|GEO|F5,P1,nativo,0.98211,349.18,1.0697,15083.2
75geo2_2_png.rf.BRU7Qn76FC0ISEwjiWgR.png,train,SKOV,0,P1|GEO|F7,P1,nativo,0.91208,256.66,1.0363,12880.52
75geo3_4_png.rf.W62VVb5aq2155gYgVdJ3.png,train,SKOV,0,P1|GEO|F14,P1,nativo,0.98246,192.26,0.9701,15025.65
75ug+ptx1_5_png.rf.Y9WFvFN9xkZyL6E0mD9N.png,train,SKOV,0,P1|GEO+PTX|F5,P1,nativo,0.9814,199.57,1.0287,15120.14
75ug+ptx3_3_png.rf.c4WVnjFscy6T0HItfkyn.png,train,SKOV,0,P1|GEO+PTX|F13,P1,nativo,0.95598,240.76,0.9655,13609.35
75geo1_2_png.rf.ikJJwdU2sRMteDT7nrjh.png,train,SKOV,0,P1|GEO|F2,P1,nativo,0.97577,186.03,1.0043,14064.46
75geo2_4_png.rf.GSy2oJWtOBsFeAkolPsJ.png,train,SKOV,0,P1|GEO|F9,P1,nativo,0.98097,264.82,0.9771,14974.45
B1 12H 2_png.rf.XB9579ManLTdbXacXqbn.png,train,HUVEC,12,Migração (PET e PEP) n3 - RAW||None||B1,Migração (PET e PEP) n3 - RAW,nativo,0.67383,43.48,0.6985,1448.32
B1 12H 2_png.rf.cFU7xmBfmqqkIIa5q7nh.png,test,HUVEC,12,Migração (PET e PEP) n2 - RAW||PEP + NEB 1uM||B1,Migração (PET e PEP) n2 - RAW,nativo,0.75246,105.23,0.826,3770.92
B1 12H 2_png.rf.80CRi2GWTeZLSA1jOyls.png,train,HUVEC,12,LUIS RAW||PEP||B1,LUIS RAW,nativo,0.67653,143.77,0.8377,3083.87
C1 24H 2_png.rf.YUbYquBirGpSwyBLMJ4b.png,val,HUVEC,24,Migração (PET e PEP) n3 - RAW||None||C1,Migração (PET e PEP) n3 - RAW,nativo,0.59482,20.13,0.6823,347.24
C1 24H 2_png.rf.Pgfpm7Y6eqWlKW6dKTAy.png,val,HUVEC,24,Migração (PET e PEP) n2 - RAW||PET||C1,Migração (PET e PEP) n2 - RAW,nativo,0.64877,65.69,0.8318,2537.84
A3 0H 2_png.rf.KcxWyQCly3s3MLGJoF7y.png,train,HUVEC,0,Migração (PET e PEP) n3 - RAW||None||A3,Migração (PET e PEP) n3 - RAW,nativo,0.68666,55.24,0.6046,1848.57
A3 0H 2_png.rf.QDCtQGDH1pznmeHT0BNJ.png,test,HUVEC,0,LUIS RAW||PEP+GB||A3,LUIS RAW,nativo,0.72633,660.12,0.76,5360.31
A3 0H 2_png.rf.wlBFyFj8l9rKyrbSV1n0.png,train,HUVEC,0,Migração (PET e PEP) n2 - RAW||PEP||A3,Migração (PET e PEP) n2 - RAW,nativo,0.73699,55.31,1.2215,5017.12
C1 24H 1_png.rf.OksDet59fvNqLNsi18rq.png,val,HUVEC,24,Migração (PET e PEP) n3 - RAW||None||C1,Migração (PET e PEP) n3 - RAW,nativo,0.64474,19.85,0.7077,123.58
C1 24H 1_png.rf.qNFK4kiEtQd3x6PhBznR.png,val,HUVEC,24,Migração (PET e PEP) n2 - RAW||PET||C1,Migração (PET e PEP) n2 - RAW,nativo,0.66802,94.49,0.6941,1947.16
C1 24H 1_png.rf.MmBCxnmelweNZCs07Wjh.png,train,HUVEC,24,LUIS RAW||PET||C1,LUIS RAW,nativo,0.79752,221.9,0.8093,6018.34
A2 0H 1_png.rf.a5VwxH3XSG8ycPWjgw1m.png,train,HUVEC,0,Migração (PET e PEP) n3 - RAW||None||A2,Migração (PET e PEP) n3 - RAW,nativo,0.62059,49.43,0.7131,1377.57
A2 0H 1_png.rf.2hwnOfsNvVtFFjEPfzyP.png,train,HUVEC,0,LUIS RAW||PEP+MET3||A2,LUIS RAW,nativo,0.75328,369.13,0.7549,6035.75
A2 0H 2_png.rf.bZxKlJP6svuZ8bqXNeIV.png,train,HUVEC,0,Migração (PET e PEP) n3 - RAW||None||A2,Migração (PET e PEP) n3 - RAW,nativo,0.74195,85.6,0.836,4230.09
A2 0H 2_png.rf.wLkBHcGvevKm0A73Vxcz.png,test,HUVEC,0,Migração (PET e PEP) n2 - RAW||PEP||A2,Migração (PET e PEP) n2 - RAW,nativo,0.73698,32.9,0.7461,5231.2
A2 0H 2_png.rf.FS0GVTfItDwHaET3Kb6j.png,train,HUVEC,0,LUIS RAW||PEP+MET3||A2,LUIS RAW,nativo,0.74326,492.21,0.8391,5235.14
Snap-21_285_png.rf.Rj9uYJWuHCUuf7mNZJ2N.png,train,SKOV,72,P1|GEO|F1,P1,nativo,0.79535,137.4,0.9416,6430.21
Snap-21_56_png.rf.ycoY7vPUknblypXrORx3.png,test,SKOV,48,P2|CARBO|F5,P2,nativo,0.81755,116.15,0.9406,7884.29
D1 0H 1_png.rf.pkAbrogIQaGpnfBfEZnF.png,train,HUVEC,0,LUIS RAW||PET||D1,LUIS RAW,nativo,0.78324,492.51,0.7519,7025.64
D1 0H 1_png.rf.lyGwKQ55XW9Rox9MUQ2W.png,train,HUVEC,0,Migração (PET e PEP) n2 - RAW||PET + NEB 1uM||D1,Migração (PET e PEP) n2 - RAW,nativo,0.60588,119.41,0.7492,1605.01
D1 0H 1_png.rf.fw3oXHFKRwGBIpMcBKY2.png,test,HUVEC,0,Migração (PET e PEP) n3 - RAW||None||D1,Migração (PET e PEP) n3 - RAW,nativo,0.65301,86.1,0.6813,1658.08
E7 12H 2_png.rf.vUUdCbtuiKl5Ft31hpY1.png,train,HUVEC,12,LUIS RAW||PEP+MCC||E7,LUIS RAW,nativo,0.75179,178.16,0.8366,5318.88
A8 12H 1_png.rf.vsP0DPblvSgKVrucYaIO.png,train,HUVEC,12,LUIS RAW||PEP+MCC||A8,LUIS RAW,nativo,0.7748,335.2,0.8664,7148.83
D5 0H 2_png.rf.xGrdSoDTKtnwBuh4Cj2d.png,train,HUVEC,0,LUIS RAW||PET||D5,LUIS RAW,nativo,0.75269,277.11,0.798,4947.9
D5 0H 2_png.rf.GG9kMtodPkWI48rREDiB.png,val,HUVEC,0,Migração (PET e PEP) n1 - RAW||PET + NEB 5uM||D5,Migração (PET e PEP) n1 - RAW,nativo,0.67819,46.75,1.1435,1945.3
C5 8H 1_png.rf.m0k3TjlxKvLXDFhuBq52.png,test,HUVEC,8,LUIS RAW||PET||C5,LUIS RAW,nativo,0.71207,216.67,0.7928,4549.02
C5 8H 1_png.rf.QRwHfTeZ3iXOWs30KZOS.png,test,HUVEC,8,Migração (PET e PEP) n1 - RAW||PET + NEB 1uM||C5,Migração (PET e PEP) n1 - RAW,nativo,0.59244,74.8,0.6138,1251.9
A6 24H 1_png.rf.nNdt9zlpThgANxpw0Afd.png,test,HUVEC,24,LUIS RAW||PEP+MET3||A6,LUIS RAW,nativo,0.76905,242.99,0.7989,5711.83
E3 12H 1_png.rf.ybUIm3WuR8reiKcz0SpQ.png,train,HUVEC,12,Migração (PET e PEP) n1 - RAW||PET||E3,Migração (PET e PEP) n1 - RAW,nativo,0.67816,40.24,0.8376,1278.22
E3 12H 1_png.rf.jJifoEwEiTeMrkQvogrH.png,train,HUVEC,12,LUIS RAW||PEP+MET3||E3,LUIS RAW,nativo,0.74388,261.08,0.8015,5545.25
C5 0H 1_png.rf.qfmzlYXXLFM1UbctuHo5.png,test,HUVEC,0,Migração (PET e PEP) n1 - RAW||PET + NEB 1uM||C5,Migração (PET e PEP) n1 - RAW,nativo,0.85256,167.98,0.9839,10106.89
C5 0H 1_png.rf.OdwF3vyzWYOgZ8CvxU5t.png,test,HUVEC,0,LUIS RAW||PET||C5,LUIS RAW,nativo,0.75427,385.91,0.8791,5747.98
C3 24H 1_png.rf.fTWEUHwuJj41k4YLPaQD.png,train,HUVEC,24,Migração (PET e PEP) n1 - RAW||PEP + NEB 1uM||C3,Migração (PET e PEP) n1 - RAW,nativo,0.60312,28.88,0.6917,1186.76
C3 24H 1_png.rf.c7jfA1r2lo83FCC1x3TB.png,train,HUVEC,24,Migração (PET e PEP) n3 - RAW||None||C3,Migração (PET e PEP) n3 - RAW,nativo,0.64007,18.57,0.6384,50.39
C3 24H 1_png.rf.Ff5U0kH6IFpvS3alXpPn.png,train,HUVEC,24,Migração (PET e PEP) n2 - RAW||PET||C3,Migração (PET e PEP) n2 - RAW,nativo,0.71457,90.42,0.6977,4119.19
Snap-40_png.rf.9EwCDE1uNgyFYRkkBNbp.png,train,SKOV,0,P2|GEO|F9,P2,nativo,0.93804,333.44,0.7896,12657.3
Snap-40_42_png.rf.rY6NW4fe0CRTDdg8MHYz.png,train,SKOV,48,P2|GEO|F10,P2,nativo,0.82505,232.9,0.9281,6086.03
Snap-40_87_png.rf.OMb2zuYN14uYpuw2r6ha.png,train,SKOV,24,P2|GEO|F9,P2,nativo,0.7872,331.48,0.9242,4670.92
Snap-40_176_png.rf.bUgGtZALmBRNrpjdVId8.png,train,SKOV,48,P1|GEO|F9,P1,nativo,0.76279,129.54,0.9483,4836.66
Snap-40_236_png.rf.yItOl1do8t3f0fCtVuP1.png,train,SKOV,24,P1|GEO|F9,P1,nativo,0.75799,78.48,0.925,5975.47
Snap-43_34_png.rf.GOHyfDBrhvieEKwOZ4eD.png,train,SKOV,48,P2|GEO|F13,P2,nativo,0.81961,159.42,0.9288,5860.15
Snap-43_168_png.rf.bvsTjSLpRnA4A5wLM0jg.png,val,SKOV,48,P1|GEO|F12,P1,nativo,0.76895,93.02,0.918,5035.75
Snap-43_79_png.rf.QHy7X5fw5paLTpJkeudB.png,train,SKOV,24,P2|GEO|F12,P2,nativo,0.82191,298.49,0.9434,4300.1
Snap-43_228_png.rf.RjMXXyaPc2A6ORQuUL1x.png,val,SKOV,24,P1|GEO|F12,P1,nativo,0.73735,68.86,0.9085,6244.16
Snap-43_261_png.rf.ggKc9XCcU2o4oFi3pgsw.png,train,SKOV,72,P1|GEO+PTX|F8,P1,nativo,0.84475,368.08,0.9093,8563.71
Snap-43_png.rf.bYOjGbrbBkNUs0zIljYx.png,train,SKOV,0,P2|GEO|F12,P2,nativo,0.94231,370.72,0.7798,10600.5
75ug+ptx1_4_png.rf.SJoeBR5kFLTCJXsYTKnd.png,train,SKOV,0,P1|GEO+PTX|F4,P1,nativo,0.98258,208.17,0.959,15105.44
B6 24HR _png.rf.3MFWVuTR1gXhrTMlxCtK.png,train,HUVEC,24,Originais (1)||None||B6,Originais (1),nativo,0.65537,23.28,0.8219,2191.5
D3 24HR 2_png.rf.72HLl708G6tkMaH5GLZL.png,train,HUVEC,24,Originais (1)||None||D3,Originais (1),nativo,0.65421,14.69,0.7968,943.92
D3 24HR 2_png.rf.yFACQ0BfAkvnbEhAHECd.png,train,HUVEC,24,originais||None||D3,originais,nativo,0.76125,120.96,0.8313,5331.13
D3 24HR 1_png.rf.CIVDMQLez5VThDU7Rmkp.png,train,HUVEC,24,Originais (1)||None||D3,Originais (1),nativo,0.67976,23.69,0.8718,2422.24
D3 24HR 1_png.rf.lybVWBdbvZ81Rnavz0xt.png,train,HUVEC,24,originais||None||D3,originais,nativo,0.74334,95.24,0.8045,5251.89
D1 24HR 1_png.rf.EHcrx6DNEOw8vqgtCyC2.png,test,HUVEC,24,Originais (1)||None||D1,Originais (1),nativo,0.75659,68.1,0.7489,5953.93
D1 24HR 1_png.rf.D7yfyoxo08GRgfqWxkKs.png,test,HUVEC,24,originais||None||D1,originais,nativo,0.80752,156.16,0.7924,7213.09
B2 0H 2_png.rf.hSCWG8Fad2RCMrJcKW7X.png,train,HUVEC,0,Migração (PET e PEP) n3 - RAW||None||B2,Migração (PET e PEP) n3 - RAW,nativo,0.77233,128.42,0.6435,6732.37
B2 0H 2_png.rf.C9LTtIpDLLKBGCfBNHkN.png,val,HUVEC,0,Migração (PET e PEP) n2 - RAW||PEP + NEB 1uM||B2,Migração (PET e PEP) n2 - RAW,nativo,0.77817,130.45,0.7442,6698.37
A2 12H 2_png.rf.Zohd9tAlJmF6zir4Qa7l.png,train,HUVEC,12,Migração (PET e PEP) n3 - RAW||None||A2,Migração (PET e PEP) n3 - RAW,nativo,0.63523,36.17,0.6909,1104.24
A2 12H 2_png.rf.N7tpAQyq0PEGrhaTGLJT.png,test,HUVEC,12,Migração (PET e PEP) n2 - RAW||PEP||A2,Migração (PET e PEP) n2 - RAW,nativo,0.69048,85.41,0.7946,3239.35
E7 24H 1_png.rf.zAvr03Xcu012AlIqOaJU.png,train,HUVEC,24,LUIS RAW||PEP+MCC||E7,LUIS RAW,nativo,0.81094,388.27,0.8031,7133.11
F2 0H 1_png.rf.zPl6vPkH5HpqtxJsWJxj.png,test,HUVEC,0,LUIS RAW||PET||F2,LUIS RAW,nativo,0.79096,779.71,0.8656,8132.39
E4 24H 2_png.rf.zRn2mkdbLkfop4s4V8xV.png,val,HUVEC,24,LUIS RAW||PEP+MET3||E4,LUIS RAW,nativo,0.82408,175.62,0.8359,7446.22
E4 24H 2_png.rf.m4dcOTmKcNBfb5aYg2ft.png,train,HUVEC,24,Migração (PET e PEP) n1 - RAW||PET||E4,Migração (PET e PEP) n1 - RAW,nativo,0.63814,31.5,0.6475,934.64
ptx2_2_png.rf.ZcYuXZyYfPIfgOypnn5Z.png,train,SKOV,0,P1|PTX|F7,P1,nativo,0.92807,176.56,1.0067,13149.51
75geo1_4_png.rf.gXnQOso0XaCNeb2iSQ5d.png,train,SKOV,0,P1|GEO|F4,P1,nativo,0.96978,235.92,0.9373,14822.39
Snap-60_12_png.rf.AiY33Mo4Daj2M4cZgUnh.png,test,SKOV,48,P2|CARBO+GEO|F14,P2,nativo,0.75803,184.78,0.9377,7454.1
Snap-60_png.rf.RpcRTxyR97nXnbvR3urB.png,test,SKOV,0,P2|CARBO+GEO|F14,P2,nativo,0.96386,298.43,0.8167,13027.86
Snap-60_221_png.rf.3hBjZALI1RFDCXb1MMT9.png,train,SKOV,24,P1|GEO+PTX|F14,P1,nativo,0.83937,248.83,0.9888,10084.39
Snap-60_161_png.rf.bERIfIfLBiocZsdlYi1s.png,train,SKOV,48,P1|GEO+PTX|F14,P1,nativo,0.79968,203.44,1.0193,8074.76
Snap-44_230_png.rf.DTYO8Kp6HurpQGqbOhho.png,train,SKOV,24,P1|GEO|F13,P1,nativo,0.74508,70.58,0.8889,5683.4
Snap-44_81_png.rf.TGvVmP3lIRrM3iTJoyVs.png,train,SKOV,24,P2|GEO|F13,P2,nativo,0.8133,279.16,0.8979,7995.9
Snap-44_png.rf.Ys2ZD04BJk4p3T7zAkIt.png,train,SKOV,0,P2|GEO|F13,P2,nativo,0.90723,181.13,0.7843,11618.43
Snap-44_36_png.rf.TROYQwK4sRxpgSs22NpY.png,train,SKOV,48,P2|GEO|F14,P2,nativo,0.79915,99.01,0.9063,7661.59
Snap-44_170_png.rf.zUBxx8E0b0UKDnm5q1Jy.png,train,SKOV,48,P1|GEO|F13,P1,nativo,0.80771,115.98,0.8756,5332.33
Snap-44_262_png.rf.lTvBtNUt4oywkU5QtcJ7.png,train,SKOV,72,P1|GEO+PTX|F9,P1,nativo,0.8246,193.46,0.9698,8875.75
Snap-54_1_png.rf.LYlBIIJ3KoqRfd7QemOX.png,test,SKOV,48,P2|CARBO+GEO|F8,P2,nativo,0.80538,199.87,0.9008,7580.64
Snap-54_106_png.rf.VOFbghvZhHsPNSqUFFkZ.png,test,SKOV,24,P2|CARBO+GEO|F8,P2,nativo,0.79509,279.96,0.9136,7448.27
Snap-54_150_png.rf.BbXD2AQgA8naVrH0wTEE.png,train,SKOV,48,P1|GEO+PTX|F8,P1,nativo,0.84136,154.07,0.8781,9404.36
Snap-54_png.rf.HGYLhnxL2tQsTiXRBg9n.png,test,SKOV,0,P2|CARBO+GEO|F8,P2,nativo,0.88888,156.44,0.7619,11597.92
Snap-54_210_png.rf.BQ3GBpltnc6IdhOhKvJv.png,train,SKOV,24,P1|GEO+PTX|F8,P1,nativo,0.85975,196.41,0.9046,10992.12
Snap-45_39_png.rf.PKurQMo8B3ygR4NZVCB3.png,val,SKOV,48,P2|GEO|F15,P2,nativo,0.78054,144.41,0.9455,6329.77
Snap-45_png.rf.8mEoXejuMEvhSOq5NbIp.png,train,SKOV,0,P2|GEO|F14,P2,nativo,0.94879,227.5,0.8349,12234.97
Snap-45_84_png.rf.PwtbQ0TcIu75QL9i4MKM.png,train,SKOV,24,P2|GEO|F14,P2,nativo,0.76936,211.11,0.9303,5783.1
Snap-45_233_png.rf.e0d4At5O0A55XswWkUGG.png,train,SKOV,24,P1|GEO|F14,P1,nativo,0.78156,66.72,0.9254,6599.91
B2 24HR _png.rf.PIVpOfHUhZq8EVpEdJo0.png,train,HUVEC,24,Originais (1)||None||B2,Originais (1),nativo,0.66118,23.81,0.808,2123.95
B1 24HR_png.rf.XaMxiAWNkoEWqiyieIvY.png,val,HUVEC,24,Originais (1)||None||B1,Originais (1),nativo,0.65914,21.58,0.7187,2216.38
B3 24HR _png.rf.f3BROmuTSW4SEY5FcLrM.png,train,HUVEC,24,Originais (1)||None||B3,Originais (1),nativo,0.65421,23.01,0.7713,1847.71
D3 0H 2_png.rf.lL7YSo8VoAJWzvF12TBt.png,val,HUVEC,0,Migração (PET e PEP) n3 - RAW||None||D3,Migração (PET e PEP) n3 - RAW,nativo,0.69062,92.56,0.8388,3824.71
D3 0H 2_png.rf.yYcVsHyN2N7kW6l1R49u.png,train,HUVEC,0,Migração (PET e PEP) n1 - RAW||PEP + NEB 5uM||D3,Migração (PET e PEP) n1 - RAW,nativo,0.74852,77.69,1.1715,2434.78
D3 0H 2_png.rf.lkEcbAGS1IAwabi3cMT3.png,test,HUVEC,0,Migração (PET e PEP) n2 - RAW||PET + NEB 5uM||D3,Migração (PET e PEP) n2 - RAW,nativo,0.65067,60.32,0.8144,1232.49
C2 0H 1_png.rf.mJluI1yGBePiio8WTdDm.png,val,HUVEC,0,Migração (PET e PEP) n3 - RAW||None||C2,Migração (PET e PEP) n3 - RAW,nativo,0.67088,42.73,0.6192,979.46
C2 0H 1_png.rf.KB47PNKZ7jytQgV8U2Wg.png,train,HUVEC,0,Migração (PET e PEP) n2 - RAW||PET||C2,Migração (PET e PEP) n2 - RAW,nativo,0.61703,79.51,0.8846,788.28
D2 12H 1_png.rf.mezBEqY820hvyAhYbL2o.png,train,HUVEC,12,Migração (PET e PEP) n3 - RAW||None||D2,Migração (PET e PEP) n3 - RAW,nativo,0.62379,41.14,0.6708,668.97
D2 12H 1_png.rf.WXQzzTbsjkN1jrcwr3jh.png,val,HUVEC,12,Migração (PET e PEP) n2 - RAW||PET + NEB 1uM||D2,Migração (PET e PEP) n2 - RAW,nativo,0.64319,63.13,0.7561,2220.04
C1 0H 2_png.rf.roYe44B7qcp2jHTQiDFR.png,val,HUVEC,0,Migração (PET e PEP) n3 - RAW||None||C1,Migração (PET e PEP) n3 - RAW,nativo,0.6999,48.1,0.6751,2452.24
C1 0H 2_png.rf.NIaj6ZfxU7W8Sisl4O7V.png,train,HUVEC,0,LUIS RAW||PET||C1,LUIS RAW,nativo,0.84453,889.59,0.7968,8329.04
C1 0H 2_png.rf.9303F5oUsp2TrVTUxFVS.png,val,HUVEC,0,Migração (PET e PEP) n2 - RAW||PET||C1,Migração (PET e PEP) n2 - RAW,nativo,0.73728,100.87,0.9716,4517.58
C3 0H 2_png.rf.xbZO9Bb0ELGvFvQqg9Ga.png,train,HUVEC,0,Migração (PET e PEP) n3 - RAW||None||C3,Migração (PET e PEP) n3 - RAW,nativo,0.67375,47.36,0.8051,2551.39
C3 0H 2_png.rf.vi6kwDP5hcJTtZbSmmNR.png,train,HUVEC,0,Migração (PET e PEP) n2 - RAW||PET||C3,Migração (PET e PEP) n2 - RAW,nativo,0.67176,161.33,0.7097,4121.65
C3 0H 2_png.rf.xDlt4bOJAYcO2uTZApSi.png,train,HUVEC,0,Migração (PET e PEP) n1 - RAW||PEP + NEB 1uM||C3,Migração (PET e PEP) n1 - RAW,nativo,0.73495,86.01,1.1452,2685.89
Snap-34_229_png.rf.KJvv2XXHVgpLiZwVt9mg.png,train,SKOV,24,P1|GEO|F3,P1,nativo,0.77853,69.15,0.877,6448.41
Snap-34_png.rf.GLZbrOT2myk9kc5oA6aX.png,train,SKOV,0,P2|GEO|F3,P2,nativo,0.91725,93.15,0.7729,12618.58
Snap-34_35_png.rf.cCBbQ4DkqD2S1DhdFMv4.png,train,SKOV,48,P2|GEO|F4,P2,nativo,0.78362,178.19,0.907,7983.82
Snap-34_80_png.rf.OTwRABBb2h7sLs5br5Es.png,train,SKOV,24,P2|GEO|F3,P2,nativo,0.85503,145.15,0.9067,9547.02
Snap-34_169_png.rf.ecNc96UyH80MDbVQXJGF.png,train,SKOV,48,P1|GEO|F3,P1,nativo,0.78792,101.6,0.8664,4295.17
Snap-34_273_png.rf.dlwVdBfC0b4Uz3SdOjOc.png,train,SKOV,72,P1|GEO|F14,P1,nativo,0.77983,298.29,0.9673,1514.37
B1 12H 1_png.rf.yeNg2GCjWfRngtwXJUie.png,train,HUVEC,12,Migração (PET e PEP) n3 - RAW||None||B1,Migração (PET e PEP) n3 - RAW,nativo,0.60341,39.26,0.643,383.47
B1 12H 1_png.rf.hxez3ZUDKYx4aEhWMxMN.png,train,HUVEC,12,LUIS RAW||PEP||B1,LUIS RAW,nativo,0.71754,324.45,0.8265,4595.62
B1 12H 1_png.rf.VB9B0BXSFCbQoytWKIkL.png,test,HUVEC,12,Migração (PET e PEP) n2 - RAW||PEP + NEB 1uM||B1,Migração (PET e PEP) n2 - RAW,nativo,0.61872,61.42,0.7204,1156.46
Snap-37_268_png.rf.N3W1ypt0pMmCc4GIxO5t.png,train,SKOV,72,P1|GEO+PTX|F2,P1,nativo,0.83018,329.98,0.9434,5443.66
Snap-37_175_png.rf.FF9MN09bmlSbN40cxQRu.png,test,SKOV,48,P1|GEO|F6,P1,nativo,0.80947,85.4,0.9178,5965.19
Snap-37_41_png.rf.OsCpPjm2DJG8qbSq8Ons.png,train,SKOV,48,P2|GEO|F7,P2,nativo,0.74913,132.49,0.938,6557.1
Snap-37_235_png.rf.fp1LasdFT1TZbfgrTie6.png,test,SKOV,24,P1|GEO|F6,P1,nativo,0.7923,72.49,0.9016,6705.33
Snap-37_86_png.rf.pYptoZNCglZAWUG9VoJY.png,train,SKOV,24,P2|GEO|F6,P2,nativo,0.76386,284.36,0.9336,6433.67
Snap-37_png.rf.s7RPNeDaj3ymHHF9zaPj.png,train,SKOV,0,P2|GEO|F6,P2,nativo,0.93635,186.53,0.7765,12544.73
Snap-38_167_png.rf.81c3SeZTSEMy4ciG0Dyg.png,train,SKOV,48,P1|GEO|F7,P1,nativo,0.79029,86.85,0.8928,5801.08
Snap-38_78_png.rf.PaqjOBWZbWnDZZ0RJ1ZA.png,train,SKOV,24,P2|GEO|F7,P2,nativo,0.80818,352.72,0.9151,5989.9
Snap-38_png.rf.hr6aZTEXF60YzgUNJy8a.png,train,SKOV,0,P2|GEO|F7,P2,nativo,0.94886,324.87,0.7628,11654.95
Snap-38_227_png.rf.kK61yb2zZ2y3LBaAWQce.png,train,SKOV,24,P1|GEO|F7,P1,nativo,0.78866,133.37,0.8982,6509.63
Snap-38_260_png.rf.yEEj76fEVPAcN4GxNnYn.png,train,SKOV,72,P1|GEO+PTX|F3,P1,nativo,0.84466,368.21,0.9313,7116.6
D5 0H 1_png.rf.nqJsqxU0ATyfyESqew8k.png,train,HUVEC,0,LUIS RAW||PET||D5,LUIS RAW,nativo,0.68834,258.86,0.7627,2450.31
D5 0H 1_png.rf.9j0Q0q1RchMC9JDN2vvD.png,val,HUVEC,0,Migração (PET e PEP) n1 - RAW||PET + NEB 5uM||D5,Migração (PET e PEP) n1 - RAW,nativo,0.72742,109.63,1.3622,3909.77
B5 24HR _png.rf.g9PDGT1tjMWdiPw6OCJg.png,test,HUVEC,24,Originais (1)||None||B5,Originais (1),nativo,0.68429,24.69,0.8502,2758.35
C2 24HR 1_png.rf.gv1L6LnEPjTvqD1xvTex.png,train,HUVEC,24,Originais (1)||None||C2,Originais (1),nativo,0.68404,20.52,0.729,3207.69
A1 0HR 2_png.rf.hVdiwx06lI7rOZ5rr9vC.png,test,HUVEC,0,Originais (1)||None||A1,Originais (1),nativo,0.75032,212.03,0.8472,6780.49
A1 0HR 2_png.rf.wFANdrijgcCbWaNPdyi0.png,test,HUVEC,0,originais||None||A1,originais,nativo,0.68907,120.02,0.8721,3349.16
D4 0HR 1_png.rf.eLqJwBy4PkAeXHhqw8Ir.png,test,HUVEC,0,originais||None||D4,originais,nativo,0.66946,98.91,0.7185,3361.59
ptx1_4_png.rf.B58ENbe2QLEA2a5XA2zj.png,train,SKOV,0,P1|PTX|F4,P1,nativo,0.95687,174.54,0.9683,14107.6
A7 24HR _png.rf.jH3xQl6pREcGN7kyjHCV.png,train,HUVEC,24,Originais (1)||None||A7,Originais (1),nativo,0.76314,73.71,0.7005,5868.5
B4 24HR 1_png.rf.lN0MXk4tlJUMy6E9zAj1.png,val,HUVEC,24,Originais (1)||None||B4,Originais (1),nativo,0.64804,16.07,0.7495,1613.94
B4 24HR 1_png.rf.pmxHFJ15gOgFjiDVrNst.png,val,HUVEC,24,originais||None||B4,originais,nativo,0.69945,33.99,0.7531,3844.33
