arquivo_b,stem_normalizado,linha_celular,timepoint_h,arquivo_a,pasta_a,group_key,lote,well,tratamento,estrato,excluida,resolucao,split_key,partition
C1 0H 2_png.rf.roYe44B7qcp2jHTQiDFR.png,c1 0h 2,HUVEC,0,C1 0H 2 (3).tiff,HUVEC/0h,Migração (PET e PEP) n3 - RAW||None||C1,Migração (PET e PEP) n3 - RAW,C1,None,HUVEC|None,,ok_hash,Migração (PET e PEP) n3 - RAW||None||C1,train
C1 0H 2_png.rf.NIaj6ZfxU7W8Sisl4O7V.png,c1 0h 2,HUVEC,0,C1 0H 2.tiff,HUVEC/0h,LUIS RAW||PET||C1,LUIS RAW,C1,PET,HUVEC|PET,,ok_hash,LUIS RAW||PET||C1,test
C1 0H 2_png.rf.9303F5oUsp2TrVTUxFVS.png,c1 0h 2,HUVEC,0,C1 0H 2 (2).tiff,HUVEC/0h,Migração (PET e PEP) n2 - RAW||PET||C1,Migração (PET e PEP) n2 - RAW,C1,PET,HUVEC|PET,,ok_hash,Migração (PET e PEP) n2 - RAW||PET||C1,val
C3 0H 2_png.rf.xbZO9Bb0ELGvFvQqg9Ga.png,c3 0h 2,HUVEC,0,C3 0H 2 (3).tiff,HUVEC/0h,Migração (PET e PEP) n3 - RAW||None||C3,Migração (PET e PEP) n3 - RAW,C3,None,HUVEC|None,,ok_hash,Migração (PET e PEP) n3 - RAW||None||C3,train
C3 0H 2_png.rf.vi6kwDP5hcJTtZbSmmNR.png,c3 0h 2,HUVEC,0,C3 0H 2 (2).tiff,HUVEC/0h,Migração (PET e PEP) n2 - RAW||PET||C3,Migração (PET e PEP) n2 - RAW,C3,PET,HUVEC|PET,,ok_hash,Migração (PET e PEP) n2 - RAW||PET||C3,test
C3 0H 2_png.rf.xDlt4bOJAYcO2uTZApSi.png,c3 0h 2,HUVEC,0,C3 0H 2.tiff,HUVEC/0h,Migração (PET e PEP) n1 - RAW||PEP + NEB 1uM||C3,Migração (PET e PEP) n1 - RAW,C3,PEP + NEB 1uM,HUVEC|PEP + NEB 1uM,,ok_hash,Migração (PET e PEP) n1 - RAW||PEP + NEB 1uM||C3,val
Snap-34_229_png.rf.KJvv2XXHVgpLiZwVt9mg.png,snap-34,SKOV,24,Snap-34 (2).tiff,SKOV/24h,P1|GEO|F3,P1,F3,GEO,P1|GEO,,ok_hash,P1|GEO|F3,train
Snap-34_png.rf.GLZbrOT2myk9kc5oA6aX.png,snap-34,SKOV,0,Snap-34.tiff,SKOV/0h,P2|GEO|F3,P2,F3,GEO,P2|GEO,,ok_hash,P2|GEO|F3,test
Snap-34_35_png.rf.cCBbQ4DkqD2S1DhdFMv4.png,snap-34,SKOV,48,Snap-34.tiff,SKOV/48h,P2|GEO|F4,P2,F4,GEO,P2|GEO,,ok_hash,P2|GEO|F4,train
Snap-34_80_png.rf.OTwRABBb2h7sLs5br5Es.png,snap-34,SKOV,24,Snap-34.tiff,SKOV/24h,P2|GEO|F3,P2,F3,GEO,P2|GEO,,ok_hash,P2|GEO|F3,test
Snap-34_169_png.rf.ecNc96UyH80MDbVQXJGF.png,snap-34,SKOV,48,Snap-34 (2).tiff,SKOV/48h,P1|GEO|F3,P1,F3,GEO,P1|GEO,,ok_hash,P1|GEO|F3,train
Snap-34_273_png.rf.dlwVdBfC0b4Uz3SdOjOc.png,snap-34,SKOV,72,Snap-34.tiff,SKOV/72h,P1|GEO|F14,P1,F14,GEO,P1|GEO,,ok_hash,P1|GEO|F14,train
B1 12H 1_png.rf.yeNg2GCjWfRngtwXJUie.png,b1 12h 1,HUVEC,12,B1 12H 1 (3).tiff,HUVEC/12h,Migração (PET e PEP) n3 - RAW||None||B1,Migração (PET e PEP) n3 - RAW,B1,None,HUVEC|None,,ok_hash,Migração (PET e PEP) n3 - RAW||None||B1,train
B1 12H 1_png.rf.hxez3ZUDKYx4aEhWMxMN.png,b1 12h 1,HUVEC,12,B1 12H 1.tiff,HUVEC/12h,LUIS RAW||PEP||B1,LUIS RAW,B1,PEP,HUVEC|PEP,,ok_hash,LUIS RAW||PEP||B1,train
B1 12H 1_png.rf.VB9B0BXSFCbQoytWKIkL.png,b1 12h 1,HUVEC,12,B1 12H 1 (2).tiff,HUVEC/12h,Migração (PET e PEP) n2 - RAW||PEP + NEB 1uM||B1,Migração (PET e PEP) n2 - RAW,B1,PEP + NEB 1uM,HUVEC|PEP + NEB 1uM,,ok_hash,Migração (PET e PEP) n2 - RAW||PEP + NEB 1uM||B1,test
Snap-37_268_png.rf.N3W1ypt0pMmCc4GIxO5t.png,snap-37,SKOV,72,Snap-37.tiff,SKOV/72h,P1|GEO+PTX|F2,P1,F2,GEO+PTX,P1|GEO+PTX,,ok_hash,P1|GEO+PTX|F2,val
Snap-37_175_png.rf.FF9MN09bmlSbN40cxQRu.png,snap-37,SKOV,48,Snap-37 (2).tiff,SKOV/48h,P1|GEO|F6,P1,F6,GEO,P1|GEO,,ok_hash,P1|GEO|F6,train
Snap-37_41_png.rf.OsCpPjm2DJG8qbSq8Ons.png,snap-37,SKOV,48,Snap-37.tiff,SKOV/48h,P2|GEO|F7,P2,F7,GEO,P2|GEO,,ok_hash,P2|GEO|F7,train
Snap-37_235_png.rf.fp1LasdFT1TZbfgrTie6.png,snap-37,SKOV,24,Snap-37 (2).tiff,SKOV/24h,P1|GEO|F6,P1,F6,GEO,P1|GEO,,ok_hash,P1|GEO|F6,train
Snap-37_86_png.rf.pYptoZNCglZAWUG9VoJY.png,snap-37,SKOV,24,Snap-37.tiff,SKOV/24h,P2|GEO|F6,P2,F6,GEO,P2|GEO,,ok_hash,P2|GEO|F6,train
Snap-37_png.rf.s7RPNeDaj3ymHHF9zaPj.png,snap-37,SKOV,0,Snap-37.tiff,SKOV/0h,P2|GEO|F6,P2,F6,GEO,P2|GEO,,ok_hash,P2|GEO|F6,train
Snap-38_167_png.rf.81c3SeZTSEMy4ciG0Dyg.png,snap-38,SKOV,48,Snap-38 (2).tiff,SKOV/48h,P1|GEO|F7,P1,F7,GEO,P1|GEO,,ok_hash,P1|GEO|F7,test
Snap-38_78_png.rf.PaqjOBWZbWnDZZ0RJ1ZA.png,snap-38,SKOV,24,Snap-38.tiff,SKOV/24h,P2|GEO|F7,P2,F7,GEO,P2|GEO,,ok_hash,P2|GEO|F7,train
Snap-38_png.rf.hr6aZTEXF60YzgUNJy8a.png,snap-38,SKOV,0,Snap-38.tiff,SKOV/0h,P2|GEO|F7,P2,F7,GEO,P2|GEO,,ok_hash,P2|GEO|F7,train
Snap-38_227_png.rf.kK61yb2zZ2y3LBaAWQce.png,snap-38,SKOV,24,Snap-38 (2).tiff,SKOV/24h,P1|GEO|F7,P1,F7,GEO,P1|GEO,,ok_hash,P1|GEO|F7,test
Snap-38_260_png.rf.yEEj76fEVPAcN4GxNnYn.png,snap-38,SKOV,72,Snap-38.tiff,SKOV/72h,P1|GEO+PTX|F3,P1,F3,GEO+PTX,P1|GEO+PTX,,ok_hash,P1|GEO+PTX|F3,train
D5 0H 1_png.rf.nqJsqxU0ATyfyESqew8k.png,d5 0h 1,HUVEC,0,D5 0H 1.tiff,HUVEC/0h,LUIS RAW||PET||D5,LUIS RAW,D5,PET,HUVEC|PET,,ok_hash,LUIS RAW||PET||D5,train
D5 0H 1_png.rf.9j0Q0q1RchMC9JDN2vvD.png,d5 0h 1,HUVEC,0,D5 0H 1 (2).tiff,HUVEC/0h,Migração (PET e PEP) n1 - RAW||PET + NEB 5uM||D5,Migração (PET e PEP) n1 - RAW,D5,PET + NEB 5uM,HUVEC|PET + NEB 5uM,,ok_hash,Migração (PET e PEP) n1 - RAW||PET + NEB 5uM||D5,train
B5 24HR _png.rf.g9PDGT1tjMWdiPw6OCJg.png,b5 24hr,HUVEC,24,B5 24HR .tiff,HUVEC/24h,Originais (1)||None||B5,Originais (1),B5,None,HUVEC|None,,ok_hash,SHARED__B5,train
C2 24HR 1_png.rf.gv1L6LnEPjTvqD1xvTex.png,c2 24hr 1,HUVEC,24,C2 24HR 1.tiff,HUVEC/24h,Originais (1)||None||C2,Originais (1),C2,None,HUVEC|None,,ok_hash,Originais (1)||None||C2,train
A1 0HR 2_png.rf.hVdiwx06lI7rOZ5rr9vC.png,a1 0hr 2,HUVEC,0,A1 0HR 2 (2).tiff,HUVEC/0h,Originais (1)||None||A1,Originais (1),A1,None,HUVEC|None,,ok_hash,SHARED__A1,test
A1 0HR 2_png.rf.wFANdrijgcCbWaNPdyi0.png,a1 0hr 2,HUVEC,0,A1 0HR 2.tiff,HUVEC/0h,originais||None||A1,originais,A1,None,HUVEC|None,,ok_hash,SHARED__A1,test
D4 0HR 1_png.rf.eLqJwBy4PkAeXHhqw8Ir.png,d4 0hr 1,HUVEC,0,D4 0HR 1.tiff,HUVEC/0h,originais||None||D4,originais,D4,None,HUVEC|None,,ok_hash,originais||None||D4,train
ptx1_4_png.rf.B58ENbe2QLEA2a5XA2zj.png,ptx1 4,SKOV,0,ptx1_4.tiff,SKOV/0h,P1|PTX|F4,P1,F4,PTX,P1|PTX,,ok_hash,P1|PTX|F4,train
A7 24HR _png.rf.jH3xQl6pREcGN7kyjHCV.png,a7 24hr,HUVEC,24,A7 24HR .tiff,HUVEC/24h,Originais (1)||None||A7,Originais (1),A7,None,HUVEC|None,,ok_hash,SHARED__A7,train
B4 24HR 1_png.rf.lN0MXk4tlJUMy6E9zAj1.png,b4 24hr 1,HUVEC,24,B4 24HR 1 (2).tiff,HUVEC/24h,Originais (1)||None||B4,Originais (1),B4,None,HUVEC|None,,ok_hash,SHARED__B4,train
B4 24HR 1_png.rf.pmxHFJ15gOgFjiDVrNst.png,b4 24hr 1,HUVEC,24,B4 24HR 1.tiff,HUVEC/24h,originais||None||B4,originais,B4,None,HUVEC|None,,ok_hash,SHARED__B4,train
C5 24HR 1_png.rf.nnj5eCDL2rrGHVaGJgIh.png,c5 24hr 1,HUVEC,24,C5 24HR 1.tiff,HUVEC/24h,Originais (1)||None||C5,Originais (1),C5,None,HUVEC|None,,ok_hash,Originais (1)||None||C5,train
C5 24HR 2_png.rf.IhgU6NfEh2mQLY5UnIxs.png,c5 24hr 2,HUVEC,24,C5 24HR 2.tiff,HUVEC/24h,Originais (1)||None||C5,Originais (1),C5,None,HUVEC|None,,ok_hash,Originais (1)||None||C5,train
C8 24HR 1_png.rf.ATUVW4TlOHoViHXbherk.png,c8 24hr 1,HUVEC,24,C8 24HR 1.tiff,HUVEC/24h,Originais (1)||None||C8,Originais (1),C8,None,HUVEC|None,,ok_hash,Originais (1)||None||C8,train
Snap-35_30_png.rf.HFgFuSTR9HjcV1lmD48Y.png,snap-35,SKOV,48,Snap-35.tiff,SKOV/48h,P2|GEO|F5,P2,F5,GEO,P2|GEO,,ok_hash,P2|GEO|F5,train
Snap-35_75_png.rf.ZWAOtrcgayqhDponTPfJ.png,snap-35,SKOV,24,Snap-35.tiff,SKOV/24h,P2|GEO|F4,P2,F4,GEO,P2|GEO,,ok_hash,P2|GEO|F4,train
Snap-35_164_png.rf.b3DJJM2AtGNEln2avfI1.png,snap-35,SKOV,48,Snap-35 (2).tiff,SKOV/48h,P1|GEO|F4,P1,F4,GEO,P1|GEO,,ok_hash,P1|GEO|F4,train
Snap-35_png.rf.RT3Bf99xhBs9fwFUnHMV.png,snap-35,SKOV,0,Snap-35.tiff,SKOV/0h,P2|GEO|F4,P2,F4,GEO,P2|GEO,,ok_hash,P2|GEO|F4,train
Snap-35_224_png.rf.Yl7Y3PdpoIYfMmZrgbvL.png,snap-35,SKOV,24,Snap-35 (2).tiff,SKOV/24h,P1|GEO|F4,P1,F4,GEO,P1|GEO,,ok_hash,P1|GEO|F4,train
B7 12H 1_png.rf.0M5oRvIMdWuewK90yYyN.png,b7 12h 1,HUVEC,12,B7 12H 1.tiff,HUVEC/12h,LUIS RAW||PEP+GB||B7,LUIS RAW,B7,PEP+GB,HUVEC|PEP+GB,,ok_hash,LUIS RAW||PEP+GB||B7,val
D1 24HR 2_png.rf.sKzjQXeeTmG65NxFRo5z.png,d1 24hr 2,HUVEC,24,D1 24HR 2 (2).tiff,HUVEC/24h,Originais (1)||None||D1,Originais (1),D1,None,HUVEC|None,,ok_hash,SHARED__D1,train
D1 24HR 2_png.rf.uoxKxnADebGlXimnPrEx.png,d1 24hr 2,HUVEC,24,D1 24HR 2.tiff,HUVEC/24h,originais||None||D1,originais,D1,None,HUVEC|None,,ok_hash,SHARED__D1,train
ct2_2_png.rf.Dvx8WZususU5N4TJ6Cm4.png,ct2 2,SKOV,0,ct2_2.tiff,SKOV/0h,P1|CT|F7,P1,F7,CT,P1|CT,,ok_hash,P1|CT|F7,val
ct3_4_png.rf.Q1FfAxwTqKJY5ScqhqHb.png,ct3 4,SKOV,0,ct3_4.tiff,SKOV/0h,P1|CT|F14,P1,F14,CT,P1|CT,,ok_hash,P1|CT|F14,train
A6 24HR _png.rf.tdVUE5jOGejtOugdPT4V.png,a6 24hr,HUVEC,24,A6 24HR .tiff,HUVEC/24h,Originais (1)||None||A6,Originais (1),A6,None,HUVEC|None,,ok_hash,SHARED__A6,train
D2 24HR 2_png.rf.wRKSPxlZPSFXQYyfyIYZ.png,d2 24hr 2,HUVEC,24,D2 24HR 2 (2).tiff,HUVEC/24h,Originais (1)||None||D2,Originais (1),D2,None,HUVEC|None,,ok_hash,SHARED__D2,train
D2 24HR 2_png.rf.pDLs6S04Umdqac3qosH6.png,d2 24hr 2,HUVEC,24,D2 24HR 2.tiff,HUVEC/24h,originais||None||D2,originais,D2,None,HUVEC|None,,ok_hash,SHARED__D2,train
C7 24HR 1_png.rf.xqKNrF67OhqmAzlFnqBa.png,c7 24hr 1,HUVEC,24,C7 24HR 1.tiff,HUVEC/24h,Originais (1)||None||C7,Originais (1),C7,None,HUVEC|None,,ok_hash,Originais (1)||None||C7,train
Snap-36_271_png.rf.sfFr7wfzXmMz4JWE34hv.png,snap-36,SKOV,72,Snap-36.tiff,SKOV/72h,P1|GEO+PTX|F1,P1,F1,GEO+PTX,P1|GEO+PTX,,ok_hash,P1|GEO+PTX|F1,val
A5 24H 1_png.rf.6ie4xUJoXHwIt5OqAmfk.png,a5 24h 1,HUVEC,24,A5 24H 1.tiff,HUVEC/24h,LUIS RAW||PEP||A5,LUIS RAW,A5,PEP,HUVEC|PEP,,ok_hash,LUIS RAW||PEP||A5,test
E2 12H 1_png.rf.mEQXwAOzJk0IJFIXfI76.png,e2 12h 1,HUVEC,12,E2 12H 1.tiff,HUVEC/12h,LUIS RAW||PEP||E2,LUIS RAW,E2,PEP,HUVEC|PEP,,ok_hash,LUIS RAW||PEP||E2,train
Snap-61_png.rf.jjph9AjAMjC05RAi810r.png,snap-61,SKOV,24,Snap-61.tiff,SKOV/24h,P2|CARBO+GEO|F15,P2,F15,CARBO+GEO,P2|CARBO+GEO,,ok_hash,P2|CARBO+GEO|F15,train
D8 8HR 2_png.rf.1L3Omzx8xqzZfciIrFV1.png,d8 8hr 2,HUVEC,8,D8 8HR 2.tiff,HUVEC/8h,originais||None||D8,originais,D8,None,HUVEC|None,,ok_hash,originais||None||D8,train
ct3_2_png.rf.lLB33dtGMqg7HHl9TRYc.png,ct3 2,SKOV,0,ct3_2.tiff,SKOV/0h,P1|CT|F12,P1,F12,CT,P1|CT,,ok_hash,P1|CT|F12,train
ct1_4_png.rf.nvoj5ht7KmVxGyu6qAiI.png,ct1 4,SKOV,0,ct1_4.tiff,SKOV/0h,P1|CT|F4,P1,F4,CT,P1|CT,,ok_hash,P1|CT|F4,train
ct1_3_png.rf.p5g48N2vmUfQ595DsvAx.png,ct1 3,SKOV,0,ct1_3.tiff,SKOV/0h,P1|CT|F3,P1,F3,CT,P1|CT,,ok_hash,P1|CT|F3,train
ptx3_5_png.rf.jKwt368jwlClxFelzVnq.png,ptx3 5,SKOV,0,ptx3_5.tiff,SKOV/0h,P1|PTX|F15,P1,F15,PTX,P1|PTX,,ok_hash,P1|PTX|F15,train
D8 24HR 2_png.rf.6LVfhov35InNNnP8TyCy.png,d8 24hr 2,HUVEC,24,D8 24HR 2.tiff,HUVEC/24h,originais||None||D8,originais,D8,None,HUVEC|None,,ok_hash,originais||None||D8,train
A4 24HR 1_png.rf.75GZJLc3WH0k8HUxjdH2.png,a4 24hr 1,HUVEC,24,A4 24HR 1.tiff,HUVEC/24h,originais||None||A4,originais,A4,None,HUVEC|None,,ok_hash,SHARED__A4,train
D8 24HR 1_png.rf.N3wjvhmJtPekb934O9zh.png,d8 24hr 1,HUVEC,24,D8 24HR 1.tiff,HUVEC/24h,originais||None||D8,originais,D8,None,HUVEC|None,,ok_hash,originais||None||D8,train
A7 24HR 2_png.rf.SRRzbIVNAwhQfC9WQUcS.png,a7 24hr 2,HUVEC,24,A7 24HR 2.tiff,HUVEC/24h,originais||None||A7,originais,A7,None,HUVEC|None,,ok_hash,SHARED__A7,train
A7 24HR 2_png.rf.lcDe029TgbPSpfrW0Pay.png,a7 24hr 2,HUVEC,24,A7 24HR 2 (2).tiff,HUVEC/24h,Originais (1)||None||A7,Originais (1),A7,None,HUVEC|None,,ok_hash,SHARED__A7,train
E2 12H 2_png.rf.fbTGkq2d4G0KjXGVXnMl.png,e2 12h 2,HUVEC,12,E2 12H 2.tiff,HUVEC/12h,LUIS RAW||PEP||E2,LUIS RAW,E2,PEP,HUVEC|PEP,,ok_hash,LUIS RAW||PEP||E2,train
E2 8H 1_png.rf.gvQssAqfXsQcZbrYTdOM.png,e2 8h 1,HUVEC,8,E2 8H 1.tiff,HUVEC/8h,LUIS RAW||PEP||E2,LUIS RAW,E2,PEP,HUVEC|PEP,,ok_hash,LUIS RAW||PEP||E2,train
D5 8HR 1_png.rf.vyyVbmUWui3Zf5tfphsL.png,d5 8hr 1,HUVEC,8,D5 8HR 1.tiff,HUVEC/8h,originais||None||D5,originais,D5,None,HUVEC|None,,ok_hash,originais||None||D5,train
Snap-39_166_png.rf.5gvQkXC8fgXYVuIF4f7T.png,snap-39,SKOV,48,Snap-39 (2).tiff,SKOV/48h,P1|GEO|F8,P1,F8,GEO,P1|GEO,,ok_hash,P1|GEO|F8,train
Snap-39_259_png.rf.66NggF7aoR1cBAe7oHvS.png,snap-39,SKOV,72,Snap-39.tiff,SKOV/72h,P1|GEO+PTX|F4,P1,F4,GEO+PTX,P1|GEO+PTX,,ok_hash,P1|GEO+PTX|F4,val
Snap-39_png.rf.B5ZdhBp8JGAo6JQji9gU.png,snap-39,SKOV,0,Snap-39.tiff,SKOV/0h,P2|GEO|F8,P2,F8,GEO,P2|GEO,,ok_hash,P2|GEO|F8,test
Snap-39_226_png.rf.3eKRFoC6EkRrFYfUCzwm.png,snap-39,SKOV,24,Snap-39 (2).tiff,SKOV/24h,P1|GEO|F8,P1,F8,GEO,P1|GEO,,ok_hash,P1|GEO|F8,train
Snap-39_77_png.rf.FBpms3tKgC2fVOg0pxu7.png,snap-39,SKOV,24,Snap-39.tiff,SKOV/24h,P2|GEO|F8,P2,F8,GEO,P2|GEO,,ok_hash,P2|GEO|F8,test
Snap-39_32_png.rf.rJ1yCNkW0jfcy0HevE1x.png,snap-39,SKOV,48,Snap-39.tiff,SKOV/48h,P2|GEO|F9,P2,F9,GEO,P2|GEO,,ok_hash,P2|GEO|F9,train
Snap-46_266_png.rf.BVQ9Gkip9wHmusHLwlcZ.png,snap-46,SKOV,72,Snap-46.tiff,SKOV/72h,P1|GEO+PTX|F11,P1,F11,GEO+PTX,P1|GEO+PTX,,ok_hash,P1|GEO+PTX|F11,train
ct1_2_png.rf.vkrzhchwAd8VGhBZotAn.png,ct1 2,SKOV,0,ct1_2.tiff,SKOV/0h,P1|CT|F2,P1,F2,CT,P1|CT,,ok_hash,P1|CT|F2,train
A8 24HR 2_png.rf.Lw1lmr6rn3jDJKeQy2Q6.png,a8 24hr 2,HUVEC,24,A8 24HR 2.tiff,HUVEC/24h,originais||None||A8,originais,A8,None,HUVEC|None,,ok_hash,SHARED__A8,val
D7 24HR 1_png.rf.gKqLhMBk6iKbxeuE7E9M.png,d7 24hr 1,HUVEC,24,D7 24HR 1.tiff,HUVEC/24h,originais||None||D7,originais,D7,None,HUVEC|None,,ok_hash,originais||None||D7,val
D7 12HR 1_png.rf.dFUzUezEiRccyrBtvl3h.png,d7 12hr 1,HUVEC,12,D7 12HR 1.tiff,HUVEC/12h,originais||None||D7,originais,D7,None,HUVEC|None,,ok_hash,originais||None||D7,val
D2 12HR 2_png.rf.cdEKsHuOo9GguaFeEKg2.png,d2 12hr 2,HUVEC,12,D2 12HR 2.tiff,HUVEC/12h,originais||None||D2,originais,D2,None,HUVEC|None,,ok_hash,SHARED__D2,train
D2 12HR 2_png.rf.x5aDDK0avFZphVb6GVcP.png,d2 12hr 2,HUVEC,12,D2 12HR 2 (2).tiff,HUVEC/12h,Originais (1)||None||D2,Originais (1),D2,None,HUVEC|None,,ok_hash,SHARED__D2,train
ct2_3_png.rf.05gH6Q4BVtzjbT8GvpXk.png,ct2 3,SKOV,0,ct2_3.tiff,SKOV/0h,P1|CT|F8,P1,F8,CT,P1|CT,,ok_hash,P1|CT|F8,train
D8 12HR 2_png.rf.nN3nI8qkxWm9AYmHegxJ.png,d8 12hr 2,HUVEC,12,D8 12HR 2.tiff,HUVEC/12h,originais||None||D8,originais,D8,None,HUVEC|None,,ok_hash,originais||None||D8,train
B5 12HR 2_png.rf.mSR2WAZaiHT4hljqFuAE.png,b5 12hr 2,HUVEC,12,B5 12HR 2.tiff,HUVEC/12h,originais||None||B5,originais,B5,None,HUVEC|None,,ok_hash,SHARED__B5,train
B5 12HR 2_png.rf.EZH0RYIN3t8Q75rFyebV.png,b5 12hr 2,HUVEC,12,B5 12HR 2 (2).tiff,HUVEC/12h,Originais (1)||None||B5,Originais (1),B5,None,HUVEC|None,,ok_hash,SHARED__B5,train
B3 24HR 1_png.rf.NESZSvWD763fZVOB2H7p.png,b3 24hr 1,HUVEC,24,B3 24HR 1.tiff,HUVEC/24h,originais||None||B3,originais,B3,None,HUVEC|None,,ok_hash,SHARED__B3,train
D6 12HR 2_png.rf.b2OIk6z10hZKIcL3Adz4.png,d6 12hr 2,HUVEC,12,D6 12HR 2.tiff,HUVEC/12h,originais||None||D6,originais,D6,None,HUVEC|None,,ok_hash,originais||None||D6,test
D1 12HR 2_png.rf.c61b9Qj6PnDGEcivk5oi.png,d1 12hr 2,HUVEC,12,D1 12HR 2.tiff,HUVEC/12h,originais||None||D1,originais,D1,None,HUVEC|None,,ok_hash,SHARED__D1,train
D1 12HR 2_png.rf.E03XFlEmMbe4CLEeQ5L0.png,d1 12hr 2,HUVEC,12,D1 12HR 2 (2).tiff,HUVEC/12h,Originais (1)||None||D1,Originais (1),D1,None,HUVEC|None,,ok_hash,SHARED__D1,train
D6 24HR 1_png.rf.cspql52EbA0tNLqOTHCN.png,d6 24hr 1,HUVEC,24,D6 24HR 1.tiff,HUVEC/24h,originais||None||D6,originais,D6,None,HUVEC|None,,ok_hash,originais||None||D6,test
A7 24HR 1_png.rf.g2n0dmWrD3DPjmYcwrqW.png,a7 24hr 1,HUVEC,24,A7 24HR 1.tiff,HUVEC/24h,originais||None||A7,originais,A7,None,HUVEC|None,,ok_hash,SHARED__A7,train
A4 24HR 2_png.rf.kbXfdYMvDsXs7RdkqPlg.png,a4 24hr 2,HUVEC,24,A4 24HR 2.tiff,HUVEC/24h,originais||None||A4,originais,A4,None,HUVEC|None,,ok_hash,SHARED__A4,train
D5 24HR 1_png.rf.sDFAJWdDjqdrITgZldmr.png,d5 24hr 1,HUVEC,24,D5 24HR 1.tiff,HUVEC/24h,originais||None||D5,originais,D5,None,HUVEC|None,,ok_hash,originais||None||D5,train
D1 12HR 1_png.rf.Sa5pwYNBsukEYVE7qdCO.png,d1 12hr 1,HUVEC,12,D1 12HR 1.tiff,HUVEC/12h,originais||None||D1,originais,D1,None,HUVEC|None,,ok_hash,SHARED__D1,train
D1 12HR 1_png.rf.mtvtObh31Z25eXwo4BTB.png,d1 12hr 1,HUVEC,12,D1 12HR 1 (2).tiff,HUVEC/12h,Originais (1)||None||D1,Originais (1),D1,None,HUVEC|None,,ok_hash,SHARED__D1,train
C4 0H 1_png.rf.eniwLok0jjLj5a0AzzkR.png,c4 0h 1,HUVEC,0,C4 0H 1.tiff,HUVEC/0h,Migração (PET e PEP) n1 - RAW||PEP + NEB 1uM||C4,Migração (PET e PEP) n1 - RAW,C4,PEP + NEB 1uM,HUVEC|PEP + NEB 1uM,,ok_hash,Migração (PET e PEP) n1 - RAW||PEP + NEB 1uM||C4,train
E3 12H 2_png.rf.esL3AMsWdCfWIQtjIH0Y.png,e3 12h 2,HUVEC,12,E3 12H 2 (2).tiff,HUVEC/12h,Migração (PET e PEP) n1 - RAW||PET||E3,Migração (PET e PEP) n1 - RAW,E3,PET,HUVEC|PET,,ok_hash,Migração (PET e PEP) n1 - RAW||PET||E3,train
E3 12H 2_png.rf.kcUAws5TekLflfAvhxNY.png,e3 12h 2,HUVEC,12,E3 12H 2.tiff,HUVEC/12h,LUIS RAW||PEP+MET3||E3,LUIS RAW,E3,PEP+MET3,HUVEC|PEP+MET3,,ok_hash,LUIS RAW||PEP+MET3||E3,train
E3 0H 2_png.rf.j7ovIenZ5HDYMGZQIqDG.png,e3 0h 2,HUVEC,0,E3 0H 2 (2).tiff,HUVEC/0h,Migração (PET e PEP) n1 - RAW||PET||E3,Migração (PET e PEP) n1 - RAW,E3,PET,HUVEC|PET,,ok_hash,Migração (PET e PEP) n1 - RAW||PET||E3,train
C4 0H 2_png.rf.qOkZenYZh8qMMZYL5Xtl.png,c4 0h 2,HUVEC,0,C4 0H 2.tiff,HUVEC/0h,Migração (PET e PEP) n1 - RAW||PEP + NEB 1uM||C4,Migração (PET e PEP) n1 - RAW,C4,PEP + NEB 1uM,HUVEC|PEP + NEB 1uM,,ok_hash,Migração (PET e PEP) n1 - RAW||PEP + NEB 1uM||C4,train
E3 0H 1_png.rf.oCpQxeTo3GfI3SKhPtZw.png,e3 0h 1,HUVEC,0,E3 0H 1 (2).tiff,HUVEC/0h,Migração (PET e PEP) n1 - RAW||PET||E3,Migração (PET e PEP) n1 - RAW,E3,PET,HUVEC|PET,,ok_hash,Migração (PET e PEP) n1 - RAW||PET||E3,train
E3 0H 1_png.rf.y1L8LGZtCBb5mYaRh30F.png,e3 0h 1,HUVEC,0,E3 0H 1.tiff,HUVEC/0h,LUIS RAW||PEP+MET3||E3,LUIS RAW,E3,PEP+MET3,HUVEC|PEP+MET3,,ok_hash,LUIS RAW||PEP+MET3||E3,train
B2 24HR 1_png.rf.w7qTzWrN9asmVRPi0TyM.png,b2 24hr 1,HUVEC,24,B2 24HR 1.tiff,HUVEC/24h,originais||None||B2,originais,B2,None,HUVEC|None,,ok_hash,SHARED__B2,test
ptx3_2_png.rf.83PwRP4WO592IOLoTAYo.png,ptx3 2,SKOV,0,ptx3_2.tiff,SKOV/0h,P1|PTX|F12,P1,F12,PTX,P1|PTX,,ok_hash,P1|PTX|F12,train
D7 0HR 2_png.rf.mGRaJg4oy22iduWPW8lr.png,d7 0hr 2,HUVEC,0,D7 0HR 2.tiff,HUVEC/0h,originais||None||D7,originais,D7,None,HUVEC|None,,ok_hash,originais||None||D7,val
ptx2_3_png.rf.6nkf49DKAANKUxGN7G1n.png,ptx2 3,SKOV,0,ptx2_3.tiff,SKOV/0h,P1|PTX|F8,P1,F8,PTX,P1|PTX,,ok_hash,P1|PTX|F8,train
A4 0H 2_png.rf.01eh205oAFDjBIMIeEV2.png,a4 0h 2,HUVEC,0,A4 0H 2.tiff,HUVEC/0h,LUIS RAW||PEP+MCC||A4,LUIS RAW,A4,PEP+MCC,HUVEC|PEP+MCC,,ok_hash,LUIS RAW||PEP+MCC||A4,val
