arquivo_b,stem_normalizado,arquivo_a,pasta_a,linha_celular,well_campo,timepoint_h,similaridade,margem_2o_melhor,status,experimento,tratamento,creation_dt,lote,trat_huvec,ctx_ambiguo
A2 24H 1_png.rf.0khSfDP2dVePLbJBhUvS.png,a2 24h 1,A2 24H 1 (2).tiff,HUVEC/24h,HUVEC,A2,24,1.0,0.1064,ok,,,,LUIS RAW,PEP+MET3,
75geo1_3_png.rf.3ssQ4kMF9TGfwhFa0NBy.png,75geo1 3,75geo1_3.tiff,SKOV/0h,SKOV,75geo1_3,0,0.9997,,ok,P1,GEO,,,,
75geo3_2_png.rf.74WCC6Yog9fXc1mKJxkf.png,75geo3 2,75geo3_2.tiff,SKOV/0h,SKOV,75geo3_2,0,0.9997,,ok,P1,GEO,,,,
75ug+ptx3_5_png.rf.8zKge5Sez8aWKKyW2i6z.png,75ug+ptx3 5,75ug+ptx3_5.tiff,SKOV/0h,SKOV,75ug+ptx3_5,0,0.9996,,ok,P1,GEO+PTX,,,,
Snap-16_103_png.rf.xOCVzm7U41jEUSGkNIbA.png,snap-16,Snap-16.tiff,SKOV/24h,SKOV,snap-16,24,0.9996,0.1994,ok,P2,CARBO,,,,
Snap-16_253_png.rf.tk6oVd2Y7bRBeFcFLmiY.png,snap-16,Snap-16.tiff,SKOV/72h,SKOV,snap-16,72,0.9995,0.1905,ok,P1,PTX,,,,
D7 8HR 2_png.rf.a4Rq2C5edIO0EU87k5E6.png,d7 8hr 2,D7 8HR 2.tiff,HUVEC/8h,HUVEC,D7,8,1.0,,ok,,,,originais,,
B6 24HR 1_png.rf.RnlHPNjVrMgPZkF7L64E.png,b6 24hr 1,B6 24HR 1.tiff,HUVEC/24h,HUVEC,B6,24,1.0,,ok,,,,originais,,
Snap-23_png.rf.28O298H93RbxNCkERjpH.png,snap-23,Snap-23.tiff,SKOV/0h,SKOV,snap-23,0,0.9998,0.1084,ok,P2,CARBO,,,,
Snap-23_272_png.rf.3S7I4N2iyDHQ2WCQnx2e.png,snap-23,Snap-23.tiff,SKOV/72h,SKOV,snap-23,72,0.9995,0.1064,ok,P1,GEO,,,,
Snap-23_120_png.rf.RTu1fn8eOhvIxcBB0XgF.png,snap-23,Snap-23 (2).tiff,SKOV/48h,SKOV,snap-23,48,0.9996,0.2822,ok,P1,PTX,,,,
Snap-23_46_png.rf.OLrkwsHRaOlVABql7EJC.png,snap-23,Snap-23.tiff,SKOV/48h,SKOV,snap-23,48,0.9991,0.2808,ok,P2,CARBO,,,,
Snap-23_180_png.rf.SxoeyqweD8MEywpcCrsl.png,snap-23,Snap-23 (2).tiff,SKOV/24h,SKOV,snap-23,24,0.9996,0.2192,ok,P1,PTX,,,,
Snap-23_91_png.rf.prr7kpB0aPBDSrY8NIW0.png,snap-23,Snap-23.tiff,SKOV/24h,SKOV,snap-23,24,0.9994,0.257,ok,P2,CARBO,,,,
D6 0HR 2_png.rf.poe4ZabzUgeIVciNuuZd.png,d6 0hr 2,D6 0HR 2.tiff,HUVEC/0h,HUVEC,D6,0,1.0,,ok,,,,originais,,
B8 24HR 1_png.rf.quDKVUdqcJJHaOE4wcfs.png,b8 24hr 1,B8 24HR 1.tiff,HUVEC/24h,HUVEC,B8,24,1.0,0.517,ok,,,,originais,,
B8 24HR 1_png.rf.RVgJPEc6dRHa3W4h9tQR.png,b8 24hr 1,B8 24HR 1 (2).tiff,HUVEC/24h,HUVEC,B8,24,1.0,0.5169,ok,,,,Originais (1),,
Snap-25_95_png.rf.4nMlAyh4jT2uWFXeHFEu.png,snap-25,Snap-25.tiff,SKOV/24h,SKOV,snap-25,24,0.9994,0.2696,ok,P2,CARBO,,,,
Snap-25_50_png.rf.CHeux2nrD5owQB0rBnrP.png,snap-25,Snap-25.tiff,SKOV/48h,SKOV,snap-25,48,0.9995,0.2611,ok,P2,CARBO,,,,
Snap-25_png.rf.NZSC2ldRJFXa4414jttF.png,snap-25,Snap-25.tiff,SKOV/0h,SKOV,snap-25,0,0.9998,0.2634,ok,P2,CARBO,,,,
Snap-25_184_png.rf.fnCmHOHxb5uRZMEeY7RB.png,snap-25,Snap-25 (2).tiff,SKOV/24h,SKOV,snap-25,24,0.9995,0.2887,ok,P1,PTX,,,,
Snap-25_124_png.rf.qhyZRieBWx1vF8Vfj4ck.png,snap-25,Snap-25 (2).tiff,SKOV/48h,SKOV,snap-25,48,0.9994,0.2921,ok,P1,PTX,,,,
B5 12H 1_png.rf.JBkKkt45PibbMNJxopzH.png,b5 12h 1,B5 12H 1.tiff,HUVEC/12h,HUVEC,B5,12,1.0,0.178,ok,,,,LUIS RAW,PEP,
B5 12H 1_png.rf.2fxitd0BjLxjPsCVaEPq.png,b5 12h 1,B5 12H 1 (2).tiff,HUVEC/12h,HUVEC,B5,12,1.0,0.178,ok,,,,Migração (PET e PEP) n1 - RAW,PEP,
E6 0H 2_png.rf.u4YJXBgFUrlOfZi4Xdbk.png,e6 0h 2,E6 0H 2 (2).tiff,HUVEC/0h,HUVEC,E6,0,1.0,0.5367,ok,,,,Migração (PET e PEP) n1 - RAW,PET + NEB 5uM,
E6 0H 2_png.rf.qIyWYgA9w4tryEhjNmUS.png,e6 0h 2,E6 0H 2.tiff,HUVEC/0h,HUVEC,E6,0,1.0,0.5367,ok,,,,LUIS RAW,PEP+GB,
75geo2_5_png.rf.BzRF0Z5bvFroC3TaIbat.png,75geo2 5,75geo2_5.tiff,SKOV/0h,SKOV,75geo2_5,0,0.9996,,ok,P1,GEO,,,,
Snap-42_165_png.rf.3eAR7nfV8aWUfPbBc82Q.png,snap-42,Snap-42 (2).tiff,SKOV/48h,SKOV,snap-42,48,0.9993,0.2059,ok,P1,GEO,,,,
Snap-42_76_png.rf.erwRb4d1blf6lhZ6UFWy.png,snap-42,Snap-42.tiff,SKOV/24h,SKOV,snap-42,24,0.9993,0.2214,ok,P2,GEO,,,,
Snap-42_31_png.rf.J9V2UJndHRoslGdxrcqU.png,snap-42,Snap-42.tiff,SKOV/48h,SKOV,snap-42,48,0.9994,0.2319,ok,P2,GEO,,,,
Snap-42_258_png.rf.hETwVZpuNUgJrChjohxD.png,snap-42,Snap-42.tiff,SKOV/72h,SKOV,snap-42,72,0.9995,0.2395,ok,P1,GEO+PTX,,,,
Snap-42_225_png.rf.mQxoBxfdEUUtVkhWybfs.png,snap-42,Snap-42 (2).tiff,SKOV/24h,SKOV,snap-42,24,0.9996,0.2119,ok,P1,GEO,,,,
Snap-42_png.rf.vXnbjKiFLjrY6iWZoR1j.png,snap-42,Snap-42.tiff,SKOV/0h,SKOV,snap-42,0,0.9997,0.2065,ok,P2,GEO,,,,
D1 24H 2_png.rf.JPXsJfPNRWwnAkf2OC68.png,d1 24h 2,D1 24H 2 (3).tiff,HUVEC/24h,HUVEC,D1,24,1.0,0.1183,ok,,,,Migração (PET e PEP) n3 - RAW,,
D1 24H 2_png.rf.MYNSbfcrSOJQNTgrFTJq.png,d1 24h 2,D1 24H 2 (2).tiff,HUVEC/24h,HUVEC,D1,24,1.0,0.1183,ok,,,,Migração (PET e PEP) n2 - RAW,PET + NEB 1uM,
D1 24H 2_png.rf.Lvfay3pzrKUgPOiBsEUA.png,d1 24h 2,D1 24H 2.tiff,HUVEC/24h,HUVEC,D1,24,1.0,0.5855,ok,,,,LUIS RAW,PET,
C2 24H 1_png.rf.OdgDvLYa6oJIDJUccXc4.png,c2 24h 1,C2 24H 1 (2).tiff,HUVEC/24h,HUVEC,C2,24,1.0,0.1563,ok,,,,Migração (PET e PEP) n3 - RAW,,
C2 24H 1_png.rf.HSmhO8ggpsXiYVCigAYN.png,c2 24h 1,C2 24H 1.tiff,HUVEC/24h,HUVEC,C2,24,1.0,0.1563,ok,,,,Migração (PET e PEP) n2 - RAW,PET,
D8 12HR 1_png.rf.JKs3STlcbpg5fEO1WWeO.png,d8 12hr 1,D8 12HR 1.tiff,HUVEC/12h,HUVEC,D8,12,1.0,,ok,,,,originais,,
Snap-41_270_png.rf.46zb8PtP1Yuu9Wit1FpP.png,snap-41,Snap-41.tiff,SKOV/72h,SKOV,snap-41,72,0.9995,0.2485,ok,P1,GEO+PTX,,,,
Snap-41_177_png.rf.J9Vigcki7oDbHiMC0150.png,snap-41,Snap-41 (2).tiff,SKOV/48h,SKOV,snap-41,48,0.9993,0.197,ok,P1,GEO,,,,
ptx1_5_png.rf.5e7WIfGslbrzFPCuSHDZ.png,ptx1 5,ptx1_5.tiff,SKOV/0h,SKOV,ptx1_5,0,0.9996,,ok,P1,PTX,,,,
D4 24H 1_png.rf.l74W6BtAd1h2vbDdLYa7.png,d4 24h 1,D4 24H 1 (3).tiff,HUVEC/24h,HUVEC,D4,24,1.0,0.0442,ambiguo,,,,Migração (PET e PEP) n3 - RAW,,
D4 24H 1_png.rf.4NmTRoRHXyugKUw10i8s.png,d4 24h 1,D4 24H 1.tiff,HUVEC/24h,HUVEC,D4,24,1.0,0.8936,ok,,,,Migração (PET e PEP) n1 - RAW,PEP + NEB 5uM,
D4 24H 1_png.rf.LYHwLpivhcwZEPvlr0jZ.png,d4 24h 1,D4 24H 1 (2).tiff,HUVEC/24h,HUVEC,D4,24,1.0,0.0442,ambiguo,,,,Migração (PET e PEP) n2 - RAW,PET + NEB 5uM,
D3 0H 1_png.rf.yjPUyWDnVzgaKohQ1S6l.png,d3 0h 1,D3 0H 1 (3).tiff,HUVEC/0h,HUVEC,D3,0,1.0,0.2119,ok,,,,Migração (PET e PEP) n3 - RAW,,
D3 0H 1_png.rf.jWsUip53LaCF4OaEEFcb.png,d3 0h 1,D3 0H 1 (2).tiff,HUVEC/0h,HUVEC,D3,0,1.0,0.2119,ok,,,,Migração (PET e PEP) n2 - RAW,PET + NEB 5uM,
D3 0H 1_png.rf.b1sSavdi7Hd62AjZzMXH.png,d3 0h 1,D3 0H 1.tiff,HUVEC/0h,HUVEC,D3,0,1.0,1.4315,ok,,,,Migração (PET e PEP) n1 - RAW,PEP + NEB 5uM,
75ug+ptx1_3_png.rf.IcEKL4ZipsbcvBf9x2iH.png,75ug+ptx1 3,75ug+ptx1_3.tiff,SKOV/0h,SKOV,75ug+ptx1_3,0,0.9996,,ok,P1,GEO+PTX,,,,
75ug+ptx2_4_png.rf.N3lZqZpjOb6amiXbUGPo.png,75ug+ptx2 4,75ug+ptx2_4.tiff,SKOV/0h,SKOV,75ug+ptx2_4,0,0.9997,,ok,P1,GEO+PTX,,,,
75ug+ptx2_5_png.rf.SKN9uE4jbXSPHttCL7Fn.png,75ug+ptx2 5,75ug+ptx2_5.tiff,SKOV/0h,SKOV,75ug+ptx2_5,0,0.9996,,ok,P1,GEO+PTX,,,,
75ug+ptx3_4_png.rf.IcAvoXcG34V8LoEG7Sik.png,75ug+ptx3 4,75ug+ptx3_4.tiff,SKOV/0h,SKOV,75ug+ptx3_4,0,0.9997,,ok,P1,GEO+PTX,,,,
75ug+ptx2_2_png.rf.GCxTvubAoWABRjXmjDjX.png,75ug+ptx2 2,75ug+ptx2_2.tiff,SKOV/0h,SKOV,75ug+ptx2_2,0,0.9997,,ok,P1,GEO+PTX,,,,
75geo3_5_png.rf.RzruoobW8Ib712laqLeg.png,75geo3 5,75geo3_5.tiff,SKOV/0h,SKOV,75geo3_5,0,0.9996,,ok,P1,GEO,,,,
B2 0H 1_png.rf.QVDYxCAVBSgrpofFVEjh.png,b2 0h 1,B2 0H 1 (3).tiff,HUVEC/0h,HUVEC,B2,0,1.0,0.3281,ok,,,,Migração (PET e PEP) n3 - RAW,,
B2 0H 1_png.rf.YrE4a3IJb8tbUo1hxHOL.png,b2 0h 1,B2 0H 1 (2).tiff,HUVEC/0h,HUVEC,B2,0,1.0,0.3281,ok,,,,Migração (PET e PEP) n2 - RAW,PEP + NEB 1uM,
B3 0H 2_png.rf.QrVPpwk8bLI8oOafOqxw.png,b3 0h 2,B3 0H 2 (4).tiff,HUVEC/0h,HUVEC,B3,0,1.0,0.3132,ok,,,,Migração (PET e PEP) n3 - RAW,,
B3 0H 2_png.rf.f395RxYLVfCR25kIWk9V.png,b3 0h 2,B3 0H 2 (2).tiff,HUVEC/0h,HUVEC,B3,0,1.0,0.3561,ok,,,,Migração (PET e PEP) n1 - RAW,PEP,
B3 0H 2_png.rf.qkQ8oAXFHv0sxBmtvOUJ.png,b3 0h 2,B3 0H 2 (3).tiff,HUVEC/0h,HUVEC,B3,0,1.0,0.1219,ok,,,,Migração (PET e PEP) n2 - RAW,PEP + NEB 5uM,
B3 0H 2_png.rf.I7y6fugB4J3nkiJ2BnxH.png,b3 0h 2,B3 0H 2.tiff,HUVEC/0h,HUVEC,B3,0,1.0,0.1219,ok,,,,LUIS RAW,PEP+GB,
C1 0H 1_png.rf.RI1ESfJsvQUUFGL0s8eu.png,c1 0h 1,C1 0H 1 (3).tiff,HUVEC/0h,HUVEC,C1,0,1.0,0.0869,ok,,,,Migração (PET e PEP) n3 - RAW,,
C1 0H 1_png.rf.g4HgRdp03wzPfFdqyUh3.png,c1 0h 1,C1 0H 1 (2).tiff,HUVEC/0h,HUVEC,C1,0,1.0,0.0869,ok,,,,Migração (PET e PEP) n2 - RAW,PET,
C1 0H 1_png.rf.40FBeyD3EEz7TwI3PZJk.png,c1 0h 1,C1 0H 1.tiff,HUVEC/0h,HUVEC,C1,0,1.0,1.3882,ok,,,,LUIS RAW,PET,
C2 0H 2_png.rf.UwqdmZv3ntAvzn8IikTc.png,c2 0h 2,C2 0H 2 (2).tiff,HUVEC/0h,HUVEC,C2,0,1.0,1.5876,ok,,,,Migração (PET e PEP) n3 - RAW,,
C2 0H 2_png.rf.Y2RsiA1AXARyJEXkVIUC.png,c2 0h 2,C2 0H 2.tiff,HUVEC/0h,HUVEC,C2,0,1.0,1.5876,ok,,,,Migração (PET e PEP) n2 - RAW,PET,
B5 12H 2_png.rf.nn4g84NcZPLWXbKG2VPU.png,b5 12h 2,B5 12H 2.tiff,HUVEC/12h,HUVEC,B5,12,1.0,0.2148,ok,,,,LUIS RAW,PEP,
B5 12H 2_png.rf.nYYzQ0IVdWzjIE93TQVB.png,b5 12h 2,B5 12H 2 (2).tiff,HUVEC/12h,HUVEC,B5,12,1.0,0.2148,ok,,,,Migração (PET e PEP) n1 - RAW,PEP,
Snap-22_92_png.rf.F9B8iIX7XdfGxT454Uyl.png,snap-22,Snap-22.tiff,SKOV/24h,SKOV,snap-22,24,0.9996,0.2543,ok,P2,CARBO,,,,
Snap-22_121_png.rf.4Zd3SMsh9JTMlsxulPWv.png,snap-22,Snap-22 (2).tiff,SKOV/48h,SKOV,snap-22,48,0.9996,0.2849,ok,P1,PTX,,,,
Snap-22_47_png.rf.goBhEPZmqBfPgEE2CLWx.png,snap-22,Snap-22.tiff,SKOV/48h,SKOV,snap-22,48,0.9995,0.1884,ok,P2,CARBO,,,,
Snap-22_274_png.rf.xQYr65FKGdk7yTT9LTTR.png,snap-22,Snap-22.tiff,SKOV/72h,SKOV,snap-22,72,0.9995,0.1527,ok,P1,GEO,,,,
Snap-22_png.rf.zjKkhyXwllP02ve3rmYE.png,snap-22,Snap-22.tiff,SKOV/0h,SKOV,snap-22,0,0.999,0.15,ok,P2,CARBO,,,,
Snap-22_181_png.rf.zpr2WVVOlPR2Tqafq1RE.png,snap-22,Snap-22 (2).tiff,SKOV/24h,SKOV,snap-22,24,0.9996,0.2186,ok,P1,PTX,,,,
Snap-24_125_png.rf.8bLo1h7ToplIJ7tet6Th.png,snap-24,Snap-24 (2).tiff,SKOV/48h,SKOV,snap-24,48,0.9996,0.207,ok,P1,PTX,,,,
Snap-24_png.rf.hueodPGU9icd7QmEArCe.png,snap-24,Snap-24.tiff,SKOV/0h,SKOV,snap-24,0,0.9998,0.1624,ok,P2,CARBO,,,,
Snap-24_51_png.rf.Wgg78LykMI1DoKAeqOy4.png,snap-24,Snap-24.tiff,SKOV/48h,SKOV,snap-24,48,0.9993,0.201,ok,P2,CARBO,,,,
Snap-24_96_png.rf.s6DeTIAvmh6iZiaYgj4W.png,snap-24,Snap-24.tiff,SKOV/24h,SKOV,snap-24,24,0.9997,0.1606,ok,P2,CARBO,,,,
Snap-24_279_png.rf.zdt5pR8v2pQwJ2i4ix6P.png,snap-24,Snap-24.tiff,SKOV/72h,SKOV,snap-24,72,0.9993,0.1846,ok,P1,GEO,,,,
Snap-24_185_png.rf.id0eOvbOlN7Sgpvw3g9K.png,snap-24,Snap-24 (2).tiff,SKOV/24h,SKOV,snap-24,24,0.9996,0.1762,ok,P1,PTX,,,,
B4 0H 2_png.rf.fifsiXXgXeSxEnoNdxAa.png,b4 0h 2,B4 0H 2 (2).tiff,HUVEC/0h,HUVEC,B4,0,1.0,0.421,ok,,,,Migração (PET e PEP) n1 - RAW,PEP,
B4 0H 2_png.rf.Obm6iHfD9YqIMfaIi7jC.png,b4 0h 2,B4 0H 2 (4).tiff,HUVEC/0h,HUVEC,B4,0,1.0,0.421,ok,,,,Migração (PET e PEP) n3 - RAW,,
B4 0H 2_png.rf.f3SBJYc893OVfpUHLeb7.png,b4 0h 2,B4 0H 2 (3).tiff,HUVEC/0h,HUVEC,B4,0,1.0,0.2112,ok,,,,Migração (PET e PEP) n2 - RAW,PEP + NEB 5uM,
B4 0H 2_png.rf.rXION3PvUG9p2y5KH5ZG.png,b4 0h 2,B4 0H 2.tiff,HUVEC/0h,HUVEC,B4,0,1.0,0.2112,ok,,,,LUIS RAW,PEP+MCC,
D1 0H 2_png.rf.jUT312N8lU7n2aO1Z7bp.png,d1 0h 2,D1 0H 2.tiff,HUVEC/0h,HUVEC,D1,0,1.0,0.3193,ok,,,,LUIS RAW,PET,
D1 0H 2_png.rf.In3g26PLvIPVilZ9guvK.png,d1 0h 2,D1 0H 2 (3).tiff,HUVEC/0h,HUVEC,D1,0,1.0,0.7528,ok,,,,Migração (PET e PEP) n3 - RAW,,
D1 0H 2_png.rf.vQjYicMYCPjmiZ6t9wzR.png,d1 0h 2,D1 0H 2 (2).tiff,HUVEC/0h,HUVEC,D1,0,1.0,0.3193,ok,,,,Migração (PET e PEP) n2 - RAW,PET + NEB 1uM,
A8 12H 2_png.rf.iwAAm3aDnFW8KsAeSu6J.png,a8 12h 2,A8 12H 2.tiff,HUVEC/12h,HUVEC,A8,12,1.0,,ok,,,,LUIS RAW,PEP+MCC,
D3 24H 1_png.rf.OIhLrRxOSOtuNUqMevUJ.png,d3 24h 1,D3 24H 1.tiff,HUVEC/24h,HUVEC,D3,24,1.0,0.2347,ok,,,,Migração (PET e PEP) n1 - RAW,PEP + NEB 5uM,
D3 24H 1_png.rf.eCkpgZ7lBRFTxvkfGeDK.png,d3 24h 1,D3 24H 1 (3).tiff,HUVEC/24h,HUVEC,D3,24,1.0,0.8578,ok,,,,Migração (PET e PEP) n3 - RAW,,
D3 24H 1_png.rf.lgES3xZvT7KoszPGhV44.png,d3 24h 1,D3 24H 1 (2).tiff,HUVEC/24h,HUVEC,D3,24,1.0,0.2347,ok,,,,Migração (PET e PEP) n2 - RAW,PET + NEB 5uM,
D4 24H 2_png.rf.RklTkqfkG2jxmrJIVlDw.png,d4 24h 2,D4 24H 2.tiff,HUVEC/24h,HUVEC,D4,24,1.0,1.3342,ok,,,,Migração (PET e PEP) n1 - RAW,PEP + NEB 5uM,
D4 24H 2_png.rf.bXNtPd8AhEwgaAh3hG1b.png,d4 24h 2,D4 24H 2 (2).tiff,HUVEC/24h,HUVEC,D4,24,1.0,0.1368,ok,,,,Migração (PET e PEP) n2 - RAW,PET + NEB 5uM,
Snap-47_267_png.rf.97cMYlFczNhQv3UX19fR.png,snap-47,Snap-47.tiff,SKOV/72h,SKOV,snap-47,72,0.9987,0.2019,ok,P1,GEO+PTX,,,,
Snap-47_219_png.rf.tXiQQL4hg3VyVt8yhPHg.png,snap-47,Snap-47 (2).tiff,SKOV/24h,SKOV,snap-47,24,0.9996,0.1703,ok,P1,GEO+PTX,,,,
Snap-47_png.rf.4IcA4CJVTVvxJv2QbhQ9.png,snap-47,Snap-47.tiff,SKOV/0h,SKOV,snap-47,0,0.9998,0.1716,ok,P2,CARBO+GEO,,,,
Snap-47_10_png.rf.82JBOB2C6eUM9hqcxY2g.png,snap-47,Snap-47.tiff,SKOV/48h,SKOV,snap-47,48,0.9992,0.2004,ok,P2,CARBO+GEO,,,,
Snap-47_115_png.rf.AwDB0H3rugMK2ImzBgZw.png,snap-47,Snap-47.tiff,SKOV/24h,SKOV,snap-47,24,0.9985,0.1766,ok,P2,CARBO+GEO,,,,
Snap-47_159_png.rf.iWHwHxKcpvJIH7RHtxRu.png,snap-47,Snap-47 (2).tiff,SKOV/48h,SKOV,snap-47,48,0.9995,0.2591,ok,P1,GEO+PTX,,,,
75ug+ptx1_2_png.rf.miBH5V5VEGJZEqXxEWPw.png,75ug+ptx1 2,75ug+ptx1_2.tiff,SKOV/0h,SKOV,75ug+ptx1_2,0,0.9996,,ok,P1,GEO+PTX,,,,
D7 0HR 1_png.rf.VyOkBvuzY65cf9MJnXZB.png,d7 0hr 1,D7 0HR 1.tiff,HUVEC/0h,HUVEC,D7,0,1.0,,ok,,,,originais,,
Snap-26_283_png.rf.YFDkIZNg1W2rRyv6xoZQ.png,snap-26,Snap-26.tiff,SKOV/72h,SKOV,snap-26,72,0.9987,0.2416,ok,P1,GEO,,,,
D4 12HR 1_png.rf.coQP5Rm68FoQiPA5lE4l.png,d4 12hr 1,D4 12HR 1.tiff,HUVEC/12h,HUVEC,D4,12,1.0,,ok,,,,originais,,
A1 0HR 1_png.rf.bBmfdS8DK3Ixtw1fZ9P3.png,a1 0hr 1,A1 0HR 1.tiff,HUVEC/0h,HUVEC,A1,0,1.0,0.1522,ok,,,,originais,,
A1 0HR 1_png.rf.F8WfJZAyU8hXcsKytbcA.png,a1 0hr 1,A1 0HR 1 (2).tiff,HUVEC/0h,HUVEC,A1,0,1.0,0.1522,ok,,,,Originais (1),,
Snap-49_111_png.rf.2YBYBWf0TlnhbYXiIarp.png,snap-49,Snap-49.tiff,SKOV/24h,SKOV,snap-49,24,0.9996,0.146,ok,P2,CARBO+GEO,,,,
Snap-49_png.rf.jaxP6t3jEXJwvcs3TeXW.png,snap-49,Snap-49.tiff,SKOV/0h,SKOV,snap-49,0,0.9995,0.1465,ok,P2,CARBO+GEO,,,,
Snap-49_6_png.rf.vxdpb188ymQ8bK2rzafD.png,snap-49,Snap-49.tiff,SKOV/48h,SKOV,snap-49,48,0.9996,0.1552,ok,P2,CARBO+GEO,,,,
Snap-49_264_png.rf.Ig21lSZL1n8lAFqwIinJ.png,snap-49,Snap-49.tiff,SKOV/72h,SKOV,snap-49,72,0.9986,0.1441,ok,P1,GEO+PTX,,,,
Snap-49_155_png.rf.9Txc7Y2olfQH0Fk9KsNp.png,snap-49,Snap-49 (2).tiff,SKOV/48h,SKOV,snap-49,48,0.9996,0.2005,ok,P1,GEO+PTX,,,,
Snap-49_215_png.rf.TiULqayQwDfte2RpYtpc.png,snap-49,Snap-49 (2).tiff,SKOV/24h,SKOV,snap-49,24,0.9997,0.153,ok,P1,GEO+PTX,,,,
75ug+ptx2_3_png.rf.mqrdw4y9iJq7wHo3ocCR.png,75ug+ptx2 3,75ug+ptx2_3.tiff,SKOV/0h,SKOV,75ug+ptx2_3,0,0.9997,,ok,P1,GEO+PTX,,,,
75geo2_3_png.rf.uagsLlU5nL9O3bnb8OYp.png,75geo2 3,75geo2_3.tiff,SKOV/0h,SKOV,75geo2_3,0,0.9997,,ok,P1,GEO,,,,
75geo3_3_png.rf.zMTyj0cFNm8nT2bevevK.png,75geo3 3,75geo3_3.tiff,SKOV/0h,SKOV,75geo3_3,0,0.9997,,ok,P1,GEO,,,,
75geo1_5_png.rf.XBplXOgSlZGL9MkIqKUx.png,75geo1 5,75geo1_5.tiff,SKOV/0h,SKOV,75geo1_5,0,0.9996,,ok,P1,GEO,,,,
75geo2_2_png.rf.BRU7Qn76FC0ISEwjiWgR.png,75geo2 2,75geo2_2.tiff,SKOV/0h,SKOV,75geo2_2,0,0.9996,,ok,P1,GEO,,,,
75geo3_4_png.rf.W62VVb5aq2155gYgVdJ3.png,75geo3 4,75geo3_4.tiff,SKOV/0h,SKOV,75geo3_4,0,0.9997,,ok,P1,GEO,,,,
75ug+ptx1_5_png.rf.Y9WFvFN9xkZyL6E0mD9N.png,75ug+ptx1 5,75ug+ptx1_5.tiff,SKOV/0h,SKOV,75ug+ptx1_5,0,0.9997,,ok,P1,GEO+PTX,,,,
75ug+ptx3_3_png.rf.c4WVnjFscy6T0HItfkyn.png,75ug+ptx3 3,75ug+ptx3_3.tiff,SKOV/0h,SKOV,75ug+ptx3_3,0,0.9997,,ok,P1,GEO+PTX,,,,
75geo1_2_png.rf.ikJJwdU2sRMteDT7nrjh.png,75geo1 2,75geo1_2.tiff,SKOV/0h,SKOV,75geo1_2,0,0.9996,,ok,P1,GEO,,,,
75geo2_4_png.rf.GSy2oJWtOBsFeAkolPsJ.png,75geo2 4,75geo2_4.tiff,SKOV/0h,SKOV,75geo2_4,0,0.9997,,ok,P1,GEO,,,,
B1 12H 2_png.rf.XB9579ManLTdbXacXqbn.png,b1 12h 2,B1 12H 2 (3).tiff,HUVEC/12h,HUVEC,B1,12,1.0,0.1456,ok,,,,Migração (PET e PEP) n3 - RAW,,
B1 12H 2_png.rf.cFU7xmBfmqqkIIa5q7nh.png,b1 12h 2,B1 12H 2 (2).tiff,HUVEC/12h,HUVEC,B1,12,1.0,0.1455,ok,,,,Migração (PET e PEP) n2 - RAW,PEP + NEB 1uM,
B1 12H 2_png.rf.80CRi2GWTeZLSA1jOyls.png,b1 12h 2,B1 12H 2.tiff,HUVEC/12h,HUVEC,B1,12,1.0,1.1395,ok,,,,LUIS RAW,PEP,
C1 24H 2_png.rf.YUbYquBirGpSwyBLMJ4b.png,c1 24h 2,C1 24H 2 (3).tiff,HUVEC/24h,HUVEC,C1,24,1.0,1.1438,ok,,,,Migração (PET e PEP) n3 - RAW,,
C1 24H 2_png.rf.Pgfpm7Y6eqWlKW6dKTAy.png,c1 24h 2,C1 24H 2 (2).tiff,HUVEC/24h,HUVEC,C1,24,1.0,0.1218,ok,,,,Migração (PET e PEP) n2 - RAW,PET,
A3 0H 2_png.rf.KcxWyQCly3s3MLGJoF7y.png,a3 0h 2,A3 0H 2 (3).tiff,HUVEC/0h,HUVEC,A3,0,1.0,1.2767,ok,,,,Migração (PET e PEP) n3 - RAW,,
A3 0H 2_png.rf.QDCtQGDH1pznmeHT0BNJ.png,a3 0h 2,A3 0H 2.tiff,HUVEC/0h,HUVEC,A3,0,1.0,1.1918,ok,,,,LUIS RAW,PEP+GB,
A3 0H 2_png.rf.wlBFyFj8l9rKyrbSV1n0.png,a3 0h 2,A3 0H 2 (2).tiff,HUVEC/0h,HUVEC,A3,0,1.0,1.1918,ok,,,,Migração (PET e PEP) n2 - RAW,PEP,
C1 24H 1_png.rf.OksDet59fvNqLNsi18rq.png,c1 24h 1,C1 24H 1 (3).tiff,HUVEC/24h,HUVEC,C1,24,1.0,0.1002,ok,,,,Migração (PET e PEP) n3 - RAW,,
C1 24H 1_png.rf.qNFK4kiEtQd3x6PhBznR.png,c1 24h 1,C1 24H 1 (2).tiff,HUVEC/24h,HUVEC,C1,24,1.0,0.1191,ok,,,,Migração (PET e PEP) n2 - RAW,PET,
C1 24H 1_png.rf.MmBCxnmelweNZCs07Wjh.png,c1 24h 1,C1 24H 1.tiff,HUVEC/24h,HUVEC,C1,24,1.0,0.1002,ok,,,,LUIS RAW,PET,
A2 0H 1_png.rf.a5VwxH3XSG8ycPWjgw1m.png,a2 0h 1,A2 0H 1 (3).tiff,HUVEC/0h,HUVEC,A2,0,1.0,0.3758,ok,,,,Migração (PET e PEP) n3 - RAW,,
